Tipo di attività,Data,Preferita,Titolo,Distanza,Calorie,Tempo,FC Media,FC max,TE attività aerobica,Cadenza pedalata media,Cadenza pedalata max,Velocità media,Velocità max,Ascesa totale,Discesa totale,Lunghezza media passo,Rapporto verticale medio,Oscillazione verticale media,Tempo medio di contatto con il suolo,Media bilanciamento TCS,Tempo riposo,Training Stress Score®,Potenza media,Potenza max,Grit,Flow,Totale bracciate,Swolf medio,Frequenza media vogate,Ripetizioni totali,Serie totali,Tempo di immersione,Temperatura min,Intervallo di superficie,Decompressione,Tempo Lap migliore,Numero di Lap,Temperatura max,Frequenza respiratoria media,Frequenza respiratoria minima,Frequenza respiratoria massima,Tempo in movimento,Tempo trascorso,Quota minima,Quota massima
Cardio,2023-01-23 16:55:46,false,"Cardio","0.00","330","01:04:24","89","123","0.5","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:04:24.07.2","1","31.0","23","16","34","00:00:00","01:04:24","--","--"
Ellittica,2023-01-23 15:45:00,false,"Ellittica","13.14","528","01:05:05","112","124","2.2","120","167","12.1","--","--","--","0.00","0.0","0.0","0","--","--","0.0","124","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:05:04.58.1","1","31.0","31","16","43","00:00:00","01:05:05","--","--"
Trail Running,2023-01-21 08:19:00,false,"Brescia Trail Running","41.04","3,245","06:02:04","128","155","4.9","139","235","8:49","4:48","1,690","1,382","0.77","11.7","8.7","365","50.0% S / 50.0% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","8.0","0:00","No","00:12.60.7","36","21.0","32","20","53","05:21:22","05:26:46","134","872"
Nuoto in piscina,2023-01-20 20:17:20,false,"Nuoto in piscina","2,525","505","01:08:21","123","141","2.7","--","--","2:42","2:03","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","1833","59","27","0","--","0:00","0.0","0:00","No","01:08:20.86.1","1","0.0","--","--","--","01:08:21","01:09:00","--","--"
Ciclismo indoor,2023-01-20 19:13:37,false,"Ciclismo indoor","20.51","337","00:55:03","99","108","1.1","--","--","22.4","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","55:03.20.9","1","32.0","27","17","34","00:00:00","00:55:03","--","--"
Ellittica,2023-01-20 18:07:00,false,"Ellittica","13.99","566","01:05:04","115","126","2.2","124","173","12.9","--","--","--","0.00","0.0","0.0","0","--","--","0.0","117","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:05:04.03.5","1","30.0","32","22","42","00:00:00","01:05:04","--","--"
Trail Running,2023-01-19 17:04:06,false,"Castel Mella Trail Running","22.63","1,594","02:02:22","138","156","4.7","167","184","5:24","4:09","49","47","1.11","8.8","10.0","272","49.3% S / 50.7% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","No","03:07.81.1","23","27.0","31","19","42","02:02:00","02:02:22","101","124"
Ciclismo indoor,2023-01-18 18:05:11,false,"Ciclismo indoor","17.85","316","00:50:03","100","113","1.0","--","--","21.4","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","50:03.33","1","33.0","26","17","36","00:00:00","00:50:03","--","--"
Cardio,2023-01-18 17:17:38,false,"Cardio","0.00","265","00:46:10","96","129","0.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","46:10.04.1","1","30.0","22","14","30","00:00:00","00:46:10","--","--"
Ellittica,2023-01-18 16:08:00,false,"Ellittica","13.62","672","01:05:03","124","136","2.8","106","173","12.6","--","--","--","0.00","0.0","0.0","0","--","--","0.0","133","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:05:02.62.9","1","31.0","29","17","41","00:00:00","01:05:03","--","--"
Cardio,2023-01-16 12:35:50,false,"Cardio","0.00","391","01:10:24","94","130","0.8","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:10:23.81.9","1","30.0","23","16","34","00:00:00","01:10:24","--","--"
Ellittica,2023-01-16 11:58:00,false,"Ellittica","7.58","354","00:35:04","120","134","2.3","116","171","13.0","--","--","--","0.00","0.0","0.0","0","--","--","0.0","150","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","35:03.57.6","1","30.0","29","18","37","00:00:00","00:35:04","--","--"
Trail Running,2023-01-14 07:58:37,false,"Iseo Trail Running","23.71","2,383","04:25:53","125","149","4.3","125","209","11:13","5:13","1,667","1,660","0.72","14.0","9.5","412","49.8% S / 50.2% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","No","05:34.44.2","24","22.0","31","15","50","04:10:15","04:25:53","550","1,377"
Trail Running,2023-01-13 15:10:43,false,"Castel Mella Trail Running","18.79","1,324","01:50:02","125","140","3.8","166","176","5:51","4:57","102","101","1.03","9.5","10.0","278","49.1% S / 50.9% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","No","04:31.81.1","19","29.0","39","23","47","01:49:53","01:50:02","92","128"
Ciclismo indoor,2023-01-12 20:44:38,false,"Ciclismo indoor","21.27","314","01:00:07","91","107","0.9","--","--","21.2","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","31.0","0:00","No","01:00:06.53.5","1","32.0","27","13","34","00:00:00","01:00:07","--","--"
Cardio,2023-01-12 19:10:55,false,"Cardio","0.00","460","01:31:05","92","142","1.4","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:31:04.87.8","1","31.0","22","15","37","00:00:00","01:31:05","--","--"
Ellittica,2023-01-12 17:57:00,false,"Ellittica","14.25","476","01:10:04","106","120","1.8","132","167","12.2","--","--","--","0.00","0.0","0.0","0","--","--","0.0","113","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:10:03.54.1","1","31.0","26","19","35","00:00:00","01:10:04","--","--"
Corsa su tapis roulant,2023-01-11 09:28:55,false,"Test lattato","7.70","463","00:48:55","125","164","2.9","140","226","6:21","4:02","--","--","1.09","8.6","9.2","299","49.3% S / 50.7% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","No","09:16.81.5","5","25.0","29","17","43","00:42:48","00:48:55","--","--"
Ciclismo indoor,2023-01-10 20:42:45,false,"Ciclismo indoor","20.11","295","00:56:01","91","106","0.7","--","--","21.5","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","56:01.42.7","1","33.0","27","17","33","00:00:00","00:56:01","--","--"
Cardio,2023-01-10 19:19:43,false,"Cardio","0.00","355","01:20:04","84","117","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","01:20:04.22.7","1","31.0","22","15","33","00:00:00","01:20:04","--","--"
Ellittica,2023-01-10 18:05:00,false,"Ellittica","12.74","437","01:10:01","101","119","1.4","126","158","10.9","--","--","--","0.00","0.0","0.0","0","--","--","0.0","108","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:10:00.77.7","1","30.0","27","14","35","00:00:00","01:10:01","--","--"
Trail Running,2023-01-09 13:26:06,false,"Castel Mella Trail Running","21.25","1,489","02:00:03","129","149","4.2","167","178","5:39","4:54","50","46","1.06","9.1","9.9","271","49.1% S / 50.9% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","No","01:31.59.7","22","28.0","37","18","45","01:59:59","02:00:03","99","123"
Trail Running,2023-01-07 12:36:33,false,"Castel Mella Trail Running","25.02","1,682","02:02:21","143","156","5.0","171","185","4:53","4:16","43","40","1.19","8.3","10.1","254","49.4% S / 50.6% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","No","00:05.66.4","26","28.0","34","25","45","02:02:13","02:02:21","106","134"
Nuoto in piscina,2023-01-06 11:14:18,false,"Nuoto in piscina","2,325","469","01:00:07","125","149","3.1","--","--","2:33","0:55","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","1565","55","26","0","--","0:00","0.0","0:00","No","01:00:06.97.6","1","0.0","--","--","--","00:59:24","01:00:53","--","--"
Ciclismo indoor,2023-01-05 15:16:48,false,"Ciclismo indoor","19.30","280","00:50:02","97","115","0.8","--","--","23.1","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","50:02.03.9","1","33.0","24","16","34","00:00:00","00:50:02","--","--"
Cardio,2023-01-05 13:28:58,false,"Cardio","0.00","440","01:45:03","85","136","0.7","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:45:02.87.8","1","31.0","20","13","33","00:00:00","01:45:03","--","--"
Ellittica,2023-01-05 12:19:00,false,"Ellittica","13.48","464","01:06:02","106","117","1.8","96","167","12.2","--","--","--","0.00","0.0","0.0","0","--","--","0.0","115","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:06:02.15.3","1","32.0","29","14","37","00:00:00","01:06:02","--","--"
Trail Running,2023-01-04 10:33:06,false,"Brescia Trail Running","27.01","1,960","03:22:51","115","141","3.8","148","191","7:31","5:30","819","813","0.89","10.9","9.7","353","49.3% S / 50.7% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","No","00:02.14.4","28","26.0","27","19","41","03:21:14","03:22:51","140","867"
Cardio,2023-01-03 12:39:23,false,"Cardio","0.00","343","01:20:01","86","123","0.4","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:20:00.71.6","1","30.0","21","13","31","00:00:00","01:20:01","--","--"
Ellittica,2023-01-03 11:31:00,false,"Ellittica","13.34","515","01:05:04","112","123","2.1","110","192","12.3","--","--","--","0.00","0.0","0.0","0","--","--","0.0","125","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","No","01:05:03.59","1","31.0","31","11","43","00:00:00","01:05:04","--","--"
Trail Running,2023-01-02 12:59:01,false,"Castel Mella Trail Running","23.90","1,693","02:12:42","135","156","4.9","167","185","5:33","4:00","60","61","1.07","8.9","9.7","273","49.6% S / 50.4% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","No","04:48.17.8","24","29.0","35","19","43","02:12:34","02:12:42","94","132"
Trail Running,2022-12-31 13:23:46,false,"Castel Mella Trail Running","30.02","2,098","02:34:09","147","157","5.0","168","178","5:08","4:15","85","87","1.16","8.7","10.4","265","49.8% S / 50.2% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","No","00:02.98.7","31","29.0","35","19","46","02:33:57","02:34:09","95","133"
Sci su pista/Snowboard,2022-12-30 08:51:45,false,"Ponte di Legno Sci su pista/Snowboard","37.80","595","01:35:23","97","134","0.9","--","--","23.8","76.8","--","8,737","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","No","01:20.00","21","23.0","22","12","37","01:28:04","06:24:58","1,137","2,495"
Cardio,2022-12-29 14:20:56,false,"Cardio","0.00","494","01:35:01","95","148","1.8","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:35:01.11.3","1","30.0","22","15","36","00:00:00","01:35:01","--","--"
Ellittica,2022-12-29 13:10:00,false,"Ellittica","13.66","512","01:06:00","111","127","2.0","115","171","12.4","--","--","--","0.00","0.0","0.0","0","--","--","0.0","125","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:06:00.43","1","31.0","28","14","39","00:00:00","01:06:00","--","--"
Sci su pista/Snowboard,2022-12-28 09:17:08,false,"Ponte di Legno Sci su pista/Snowboard","46.68","570","01:46:30","93","133","0.9","--","--","26.3","87.5","--","8,985","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","7.0","0:00","No","01:02.00.6","21","27.0","21","12","33","01:37:12","05:46:11","1,156","2,979"
Trail Running,2022-12-27 19:51:36,false,"Castel Mella Trail Running","13.23","883","01:10:25","132","145","3.7","166","173","5:19","4:51","22","20","1.13","9.1","10.6","271","48.9% S / 51.1% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","No","01:06.11.4","14","27.0","33","22","40","01:10:22","01:10:25","108","123"
Trail Running,2022-12-23 13:11:10,false,"120' corsa lenta 10'Z1 + 20'Z2 + (5'Z3 + 2'Z3Plus + 5'Z2) X5 + defa","23.35","1,606","02:01:29","137","156","5.0","168","178","5:12","3:53","61","62","1.13","8.8","10.1","255","49.5% S / 50.5% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","No","01:43.94.9","24","29.0","34","19","45","02:01:22","02:01:29","100","133"
Trail Running,2022-12-22 11:50:13,false,"Lentissimo - lipidico (fascia cardiaca scarica)","19.15","1,465","02:02:11","136","156","4.0","163","177","6:23","5:10","50","49","0.96","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","No","00:01.16.7","22","27.0","--","--","--","02:02:07","02:02:11","103","132"
Cardio,2022-12-21 13:45:18,false,"Cardio","0.00","608","01:15:46","114","155","2.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:15:45.54.9","1","30.0","--","--","--","00:00:00","01:15:46","--","--"
Ellittica,2022-12-21 12:36:00,false,"Ellittica","14.26","514","01:05:01","123","163","3.1","105","182","13.2","--","--","--","0.00","0.0","0.0","0","--","--","0.0","115","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:05:00.53.2","1","32.0","--","--","--","00:00:00","01:05:01","--","--"
Trail Running,2022-12-20 12:17:35,false,"Castel Mella Trail Running","22.09","1,527","02:02:21","132","147","4.3","167","175","5:32","5:01","62","59","1.08","9.2","10.2","272","49.3% S / 50.7% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","No","00:26.09.1","23","28.0","35","25","45","02:02:17","02:02:21","97","134"
Corsa su tapis roulant,2022-12-19 15:03:26,false,"Corsa su tapis roulant","4.30","208","00:35:01","99","115","0.9","129","177","8:09","4:10","--","--","0.94","8.6","8.1","432","49.3% S / 50.7% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","No","09:31.26.5","3","29.0","24","11","35","00:34:55","00:35:01","--","--"
Cardio,2022-12-19 13:36:57,false,"Cardio","0.00","355","01:23:11","85","135","0.7","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:23:11.34.2","1","29.0","21","14","37","00:00:00","01:23:11","--","--"
Ellittica,2022-12-19 12:27:00,false,"Ellittica","13.35","503","01:05:03","111","128","2.0","111","173","12.3","--","--","--","0.00","0.0","0.0","0","--","--","0.0","114","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:05:03.13.4","1","30.0","28","17","41","00:00:00","01:05:03","--","--"
Trail Running,2022-12-18 10:51:14,false,"Uscita trail","33.32","2,672","04:09:46","131","151","5.0","156","227","7:30","4:55","1,136","1,134","0.85","11.5","9.7","317","49.7% S / 50.3% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","No","01:52.02.2","34","25.0","32","21","47","04:08:51","04:09:46","140","866"
Cardio,2022-12-16 20:25:01,false,"Cardio","0.00","460","01:18:19","99","144","1.8","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:18:19.11.9","1","31.0","23","14","35","00:00:00","01:18:19","--","--"
Ellittica,2022-12-16 19:13:00,false,"Ellittica","14.05","589","01:05:49","120","130","2.3","127","164","12.8","--","--","--","0.00","0.0","0.0","0","--","--","0.0","115","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:05:49.02.9","1","31.0","29","14","36","00:00:00","01:07:37","--","--"
Trail Running,2022-12-15 11:35:06,false,"Corsa lenta con tratti in soglia ( 10'Z1 + 30'Z2 + 5X (4'Z4 + 4'Z2) ) + def","22.50","1,629","02:10:03","134","161","4.8","165","185","5:47","3:23","60","54","1.04","9.1","9.5","277","49.9% S / 50.1% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","No","03:05.49.4","23","27.0","36","18","47","02:09:57","02:10:03","104","127"
Cardio,2022-12-14 18:37:01,false,"Cardio","0.00","66","00:20:32","74","97","0.1","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","31.0","0:00","No","20:31.60.5","1","31.0","--","--","--","00:00:00","00:20:32","--","--"
Trail Running,2022-12-13 12:34:45,false,"Castel Mella Trail Running","21.01","1,474","02:01:40","129","153","4.1","166","174","5:47","4:49","45","45","1.04","9.3","9.9","266","50.0% S / 50.0% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","No","00:03.60.7","22","29.0","37","19","45","02:01:29","02:01:40","95","132"
Cardio,2022-12-12 14:41:47,false,"Cardio","0.00","370","01:08:51","93","131","0.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:08:51.27.9","1","29.0","22","14","32","00:00:00","01:08:51","--","--"
Ellittica,2022-12-12 13:33:00,false,"Ellittica","12.91","594","01:05:52","119","132","2.3","119","167","11.8","--","--","--","0.00","0.0","0.0","0","--","--","0.0","134","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","No","01:05:51.59.9","1","31.0","30","17","39","00:00:00","01:05:52","--","--"
Trail Running,2022-12-11 13:06:50,false,"Castel Mella Trail Running","31.24","2,226","03:05:52","130","143","4.8","166","190","5:57","4:58","124","125","1.01","9.6","9.8","279","49.7% S / 50.3% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","No","01:24.96.8","32","27.0","36","19","47","03:05:43","03:05:52","89","129"
Ellittica,2022-12-10 09:50:00,false,"Ellittica","13.56","524","01:05:03","115","129","2.1","87","165","12.5","--","--","--","0.00","0.0","0.0","0","--","--","0.0","115","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:05:03.23.9","1","34.0","27","14","37","00:00:00","01:05:03","--","--"
Corsa su tapis roulant,2022-12-10 08:13:39,false,"Corsa su tapis roulant","9.68","642","01:35:03","112","121","2.1","117","175","9:49","2:51","--","--","0.87","9.9","8.8","501","49.1% S / 50.9% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","00:15.83.6","7","29.0","25","14","35","01:35:00","01:35:03","--","--"
Sci su pista/Snowboard,2022-12-09 14:53:40,false,"Ponte di Legno Sci su pista/Snowboard","4.73","91","00:22:40","84","115","0.2","--","--","12.5","29.4","--","585","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","No","01:00.00.1","11","25.0","18","13","26","00:22:12","01:33:17","1,874","2,022"
Sci su pista/Snowboard,2022-12-09 10:45:20,false,"Ponte di Legno Sci su pista/Snowboard","8.04","145","00:35:07","85","116","0.2","--","--","13.7","29.1","--","1,320","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","No","01:01.00.2","13","26.0","20","11","28","00:33:41","02:42:30","1,878","2,231"
Sci su pista/Snowboard,2022-12-08 13:57:32,false,"Vermiglio Sci su pista/Snowboard","12.13","172","00:39:45","86","117","0.2","--","--","18.3","45.2","--","1,818","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","No","01:29.00","12","22.0","19","11","27","00:38:56","02:08:56","1,867","2,233"
Sci su pista/Snowboard,2022-12-08 09:00:33,false,"Ponte di Legno Sci su pista/Snowboard","10.52","174","00:40:27","85","119","0.3","--","--","15.6","55.0","--","1,872","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","No","01:07.00","13","24.0","19","13","31","00:31:58","03:40:32","1,859","2,420"
